,run,epoch,loss,accuracy,epoch_duration,run_duration,lr,batch_size,shuffle,num_workers
0,1,1,0.000646726538737615,0.0013666666666666666,16.346871852874756,17.714335680007935,0.01,100,True,0
1,2,1,0.0007696013152599335,0.0013666666666666666,9.763274431228638,9.918788433074951,0.01,100,True,1
2,3,1,0.0007928638656934103,0.0014166666666666668,9.348357677459717,9.655442237854004,0.01,100,True,16
3,4,1,0.009738318125406901,0.012516666666666667,13.919340133666992,14.682393789291382,0.01,1000,True,0
4,5,1,0.008666077256202697,0.013383333333333334,10.96654987335205,11.922570943832397,0.01,1000,True,1
5,6,1,0.009537493189175924,0.012883333333333333,8.153173208236694,9.725961685180664,0.01,1000,True,16
